name,age,gender,marital_status,cibil_score,monthly_income,employment_type,family_size,dependents,education_level
David Harris,35,Male,Single,734,24512,Salaried,4,0,High School
Daniel Mendez,27,Female,Married,891,85101,Self-Employed,6,0,Master
Cindy Rodriguez,38,Female,Married,537,41735,Unemployed,2,1,PhD
Brandon Baker,35,Male,Married,831,150692,Self-Employed,1,0,High School
David Lindsey,27,Female,Married,713,36638,Salaried,6,4,PhD
Shannon Johns,37,Female,Single,424,62578,Self-Employed,1,0,Bachelor
Sarah Webb,58,Male,Single,543,138807,Unemployed,5,4,Bachelor
Michelle Harris,34,Female,Married,554,142128,Unemployed,5,1,High School
Thomas Morrison,33,Male,Single,406,81911,Salaried,4,0,PhD
Allison Prince,58,Female,Married,526,159051,Salaried,4,3,High School
Peggy Moreno,53,Female,Single,348,147845,Self-Employed,6,1,High School
Julie Mack,51,Male,Single,809,123481,Self-Employed,3,2,Master
Jorge Marks,49,Male,Single,470,40831,Self-Employed,4,1,PhD
Bobby Diaz,39,Female,Married,456,99252,Self-Employed,5,4,High School
Isabella Nichols,39,Male,Married,341,147903,Salaried,4,0,High School
Benjamin Martinez,48,Male,Single,386,54313,Salaried,6,4,Bachelor
Cynthia Wilson,24,Female,Married,692,134586,Salaried,5,0,PhD
Tara Aguilar,50,Male,Single,824,85533,Unemployed,5,1,Bachelor
Stephanie Martinez,55,Female,Single,745,192605,Unemployed,3,1,PhD
John Ray,21,Male,Married,586,40418,Salaried,4,3,High School
Stephanie Smith,21,Male,Single,885,143492,Unemployed,5,4,PhD
George Green,59,Male,Single,424,70384,Unemployed,4,1,PhD
Kimberly Wright,21,Female,Single,886,85090,Unemployed,1,0,High School
Christopher White,32,Male,Single,414,79744,Self-Employed,1,0,Master
Justin Cruz,60,Female,Single,341,153966,Salaried,6,5,PhD
Kelly Berry,29,Male,Single,720,157954,Self-Employed,5,1,Master
Thomas Webb,36,Female,Single,413,121626,Salaried,6,1,High School
Aaron West,51,Male,Single,430,163295,Salaried,2,0,High School
Brittany Dixon,46,Female,Single,552,143608,Unemployed,6,1,Master
Nicole Harper,54,Female,Married,734,182976,Unemployed,2,0,PhD
Jesse Thompson,38,Female,Married,486,113504,Self-Employed,3,2,High School
Erin Watkins,32,Male,Single,465,116022,Unemployed,5,1,Master
Christopher Watson,33,Male,Single,504,91371,Salaried,1,0,Bachelor
Jeffrey Sanchez,34,Male,Single,412,179036,Salaried,2,1,PhD
Jennifer Allen,23,Female,Single,827,135836,Salaried,5,1,Master
Heather Garcia,45,Female,Single,813,106127,Unemployed,5,2,Bachelor
Lisa Collins,33,Male,Married,653,114812,Unemployed,6,5,Master
Richard Khan,29,Male,Single,348,170867,Salaried,6,1,High School
Amanda Johnson,50,Male,Married,896,78372,Salaried,1,0,PhD
Rebecca Moses,44,Male,Single,725,97666,Unemployed,4,0,Bachelor
Mary Robles,24,Male,Married,676,21347,Unemployed,3,1,Master
Michael Miller,44,Male,Married,882,19258,Self-Employed,1,0,Bachelor
Kim Meyer,22,Male,Married,884,70583,Self-Employed,4,3,Bachelor
Justin Owens MD,22,Male,Married,443,163875,Salaried,6,4,PhD
Jaclyn Montgomery,33,Male,Single,633,135327,Salaried,4,1,Master
Laurie Reynolds,50,Male,Married,775,181118,Unemployed,6,5,Bachelor
Mrs. Kimberly Fuentes,22,Male,Single,477,126960,Salaried,2,1,Bachelor
Vincent Morris,48,Female,Single,636,108510,Self-Employed,5,0,Master
Joseph Taylor,24,Female,Single,453,140154,Self-Employed,5,3,Bachelor
Patricia Rosario,49,Female,Married,643,24492,Salaried,2,0,High School
Chelsea Moreno,26,Male,Married,805,195843,Unemployed,4,1,High School
Kathleen Jenkins,57,Male,Single,717,92283,Unemployed,5,0,PhD
Dave Moody,40,Female,Married,312,75266,Unemployed,1,0,High School
Kristin Russell,54,Female,Single,459,81692,Salaried,5,3,Bachelor
Emily Taylor,47,Male,Single,471,168723,Self-Employed,6,0,Bachelor
Kenneth Brown,41,Male,Married,507,182744,Unemployed,1,0,PhD
Daisy Martin,56,Male,Single,803,33143,Unemployed,4,2,High School
Sheri Small,25,Male,Single,840,194235,Unemployed,4,0,Bachelor
Angela Matthews,43,Male,Single,358,140455,Salaried,6,2,Bachelor
Rodney Sanders,37,Female,Single,337,135826,Unemployed,2,0,Master
Douglas Mitchell,49,Female,Single,632,196523,Salaried,6,4,High School
Nathan Mullins,47,Female,Single,890,113673,Salaried,3,1,Master
Benjamin Jackson,58,Female,Single,774,20052,Salaried,2,1,Bachelor
Jaime Larsen,26,Male,Single,749,20144,Salaried,2,0,Master
Deborah Myers,60,Male,Married,642,108600,Self-Employed,1,0,PhD
Dr. Roy Sharp MD,43,Male,Married,547,20882,Unemployed,5,1,Bachelor
Susan Richards,50,Female,Single,615,175285,Self-Employed,5,2,PhD
Melissa Henry,23,Female,Single,769,187364,Self-Employed,3,0,Bachelor
Jenny Ortiz,39,Male,Single,864,78501,Self-Employed,2,1,High School
Brian Johnson DDS,35,Female,Single,526,54220,Unemployed,2,0,Bachelor
Michael Morgan,39,Female,Married,431,150541,Salaried,2,0,High School
James Hatfield,38,Male,Single,368,186943,Salaried,3,2,Bachelor
Nicole Ortiz DDS,39,Male,Married,756,143837,Salaried,1,0,Bachelor
Joshua Jones,56,Female,Single,856,56047,Unemployed,1,0,Bachelor
Jessica Powell,24,Male,Single,380,159708,Self-Employed,4,3,Bachelor
Michael Lynch,42,Male,Single,518,176723,Unemployed,3,1,Master
Carla Barron,26,Female,Single,590,112600,Salaried,1,0,Master
Bill Nelson,46,Female,Married,517,128372,Salaried,3,0,Master
Nicholas Hogan,27,Male,Married,590,99519,Self-Employed,1,0,High School
Melissa Collins,57,Male,Single,568,184611,Salaried,2,1,Bachelor
Melody Green,22,Female,Married,508,69003,Salaried,1,0,Bachelor
Jack Jones,54,Female,Married,612,171255,Salaried,2,1,Bachelor
Eric Sullivan,46,Male,Single,335,116082,Salaried,3,0,PhD
Kimberly Mccarthy,26,Female,Single,633,58973,Self-Employed,6,2,Master
Stephanie Terry,58,Female,Married,586,195059,Unemployed,5,2,PhD
Kristy Castaneda,29,Male,Married,659,138915,Unemployed,2,1,Bachelor
David Lee,42,Female,Single,743,71607,Self-Employed,4,3,PhD
April Mitchell,32,Male,Single,601,64966,Salaried,4,2,Bachelor
Kimberly Dickerson,24,Male,Married,322,137930,Salaried,1,0,PhD
Kimberly Franco,56,Male,Married,596,133268,Salaried,2,0,High School
Sara Boyd,21,Female,Married,756,42614,Unemployed,6,3,PhD
Mrs. Brooke Thomas DDS,60,Female,Single,474,81814,Unemployed,5,4,Master
Bobby Jennings,48,Male,Married,416,117755,Salaried,5,0,PhD
Kimberly Johnson DVM,59,Female,Single,853,150163,Self-Employed,2,0,PhD
Chad Serrano,46,Male,Single,824,38614,Self-Employed,6,3,PhD
William Richardson,52,Male,Married,326,97267,Self-Employed,2,0,PhD
Margaret Elliott,43,Female,Married,471,23561,Self-Employed,5,1,Master
Matthew Castillo,29,Female,Single,872,189471,Self-Employed,1,0,PhD
Laura Johnson,38,Female,Married,811,191088,Unemployed,4,0,PhD
Valerie Webb,53,Male,Single,687,84042,Salaried,3,1,Master
Eric Carlson,58,Male,Single,868,57474,Salaried,1,0,PhD
Jessica Nguyen,49,Female,Married,583,163346,Salaried,6,0,Bachelor
Eric Miller,32,Female,Married,869,53444,Unemployed,2,0,PhD
Danielle Wagner,55,Female,Single,699,138887,Self-Employed,1,0,High School
Kenneth King,30,Male,Single,389,149480,Unemployed,3,2,Bachelor
Sarah Beck,35,Male,Married,820,170728,Salaried,3,1,High School
Edward Russell,43,Female,Married,555,68315,Unemployed,4,1,Bachelor
Sandra Johnson,36,Female,Single,766,139586,Unemployed,2,0,Master
Tabitha Lewis,33,Female,Married,658,183144,Salaried,3,2,PhD
Christopher Thompson,37,Female,Single,827,171502,Self-Employed,4,3,Bachelor
Nathan Schneider,46,Male,Married,685,189230,Self-Employed,2,1,PhD
Douglas Freeman,41,Female,Single,602,98041,Unemployed,3,1,Bachelor
Christian Rose,51,Male,Single,854,56337,Salaried,5,3,PhD
Janice Watkins,30,Female,Married,754,23043,Salaried,3,1,Bachelor
Joseph Jones,50,Female,Single,852,98391,Unemployed,4,1,Bachelor
Robin Larson,46,Female,Single,366,68736,Salaried,6,4,Master
John Jackson,29,Female,Married,645,48883,Unemployed,1,0,High School
Caitlin Sanchez,49,Female,Married,333,174155,Self-Employed,5,4,Master
Mark Aguirre,51,Female,Single,429,137982,Unemployed,5,1,High School
Jennifer Molina,33,Female,Married,568,73895,Self-Employed,2,0,High School
Rebecca Payne,44,Male,Single,830,146552,Salaried,1,0,PhD
Robert Vasquez,49,Male,Married,785,93127,Unemployed,4,3,Master
David Mitchell,41,Male,Single,641,130327,Unemployed,4,1,Master
Johnny Nelson DDS,32,Male,Married,391,46076,Salaried,3,1,High School
Krystal Compton,25,Female,Married,781,83308,Self-Employed,2,0,PhD
George Ryan,31,Female,Single,660,26203,Salaried,3,0,PhD
Robert White,30,Female,Married,560,39875,Salaried,4,2,Bachelor
Todd Ramos,35,Male,Single,562,157989,Salaried,5,2,Bachelor
Emily Guzman,45,Female,Single,764,96469,Self-Employed,2,1,High School
Julie Brandt,36,Female,Single,598,31127,Self-Employed,5,1,High School
Karen Hernandez,28,Male,Married,357,92282,Self-Employed,3,1,Master
Bonnie Mendoza,50,Male,Single,652,98393,Salaried,6,0,High School
Paul Jennings,26,Female,Married,514,75783,Salaried,3,1,Bachelor
Donna Carter,57,Female,Single,594,125566,Unemployed,5,4,Bachelor
Nathan Brooks,39,Female,Single,394,144336,Self-Employed,2,1,PhD
Brian Snyder DDS,59,Male,Married,418,163221,Self-Employed,4,3,PhD
Alec Martin,26,Female,Single,483,116641,Unemployed,1,0,Master
Juan Lucas PhD,51,Female,Married,442,102226,Salaried,4,0,High School
Cory Wells,26,Female,Single,823,167762,Self-Employed,6,0,PhD
Jesse Martin,44,Male,Single,720,25635,Self-Employed,5,1,PhD
Brandon Atkins,45,Female,Married,615,122424,Self-Employed,4,3,Bachelor
Molly Smith,41,Female,Married,649,30740,Salaried,3,0,High School
Scott Knox,43,Male,Single,542,70396,Self-Employed,5,0,Master
Christopher Manning,23,Female,Married,521,33090,Salaried,5,4,PhD
Michelle Bailey,58,Male,Single,314,100750,Self-Employed,1,0,PhD
Regina Howard,37,Female,Single,441,171496,Salaried,5,0,PhD
Brandon Miller,32,Female,Single,497,55293,Unemployed,3,1,Bachelor
Tony Yoder,60,Male,Single,467,122368,Self-Employed,3,0,PhD
Andrea Walker,59,Male,Single,488,167246,Salaried,2,1,High School
Sabrina Davis,53,Female,Single,595,75950,Salaried,5,4,Bachelor
Mary Mclean,26,Female,Married,886,110489,Unemployed,3,0,PhD
Christopher Garrett,56,Female,Married,841,67401,Unemployed,4,1,Master
Daniel Robertson,28,Male,Married,524,177815,Unemployed,1,0,PhD
Patrick Ferrell,48,Female,Single,641,43969,Salaried,2,0,Bachelor
Matthew Barber,38,Female,Married,780,193455,Self-Employed,1,0,PhD
Veronica Yates,59,Female,Married,431,109534,Salaried,5,1,PhD
Jay Todd,28,Female,Single,585,145754,Salaried,1,0,PhD
James Warren,31,Male,Married,305,16320,Salaried,3,1,Bachelor
Mary Wong,57,Female,Married,806,29213,Salaried,4,0,Master
Sheri Wilkinson,55,Male,Single,553,173182,Self-Employed,6,0,Bachelor
Andrew Duran,58,Female,Single,427,148800,Unemployed,5,0,High School
Patrick Reilly,49,Male,Single,407,29717,Self-Employed,1,0,PhD
Diane Johnson,33,Male,Married,367,152113,Self-Employed,2,0,PhD
Sarah Murray,31,Female,Married,461,141529,Self-Employed,6,3,PhD
Judith Murphy,54,Female,Married,406,40613,Unemployed,4,2,PhD
Eugene Alvarez,28,Male,Single,634,118761,Unemployed,5,3,High School
Theresa Bullock,50,Male,Married,318,17296,Self-Employed,3,2,High School
Mark Haas,23,Female,Single,777,112920,Salaried,3,2,Bachelor
Veronica Robles,25,Male,Married,488,65466,Salaried,5,1,Master
Jacob Wood,21,Male,Single,435,93748,Unemployed,3,1,PhD
James White,49,Female,Single,318,152571,Salaried,5,1,High School
Kara Miller,41,Male,Married,890,88613,Unemployed,6,1,PhD
Maria Horn,60,Male,Single,617,174857,Unemployed,1,0,High School
Ronald Hardy,40,Male,Single,347,165239,Self-Employed,4,1,Bachelor
Susan Shaffer,39,Female,Married,476,33418,Unemployed,3,1,Master
Willie Summers,38,Male,Married,388,145680,Unemployed,2,0,Master
David Anderson,29,Male,Married,815,50776,Unemployed,1,0,PhD
Mark Wilson,41,Male,Married,398,40046,Self-Employed,3,0,PhD
Rachel Lopez,42,Male,Single,873,94491,Self-Employed,4,3,Bachelor
Jeffrey Richards,34,Male,Married,615,17322,Unemployed,5,4,PhD
Katelyn Diaz,30,Male,Married,318,138194,Salaried,5,0,Master
Kyle Torres,40,Female,Married,379,94778,Self-Employed,2,0,Bachelor
Sheri Gomez,54,Male,Married,512,25868,Unemployed,6,3,Bachelor
Alexandra Chandler,54,Female,Married,729,137113,Salaried,2,0,PhD
Rebecca Jones,36,Female,Single,592,187581,Self-Employed,1,0,PhD
Donald Brown,36,Female,Married,659,138960,Unemployed,6,2,Bachelor
Thomas Hall,37,Male,Single,588,115691,Self-Employed,5,1,Bachelor
Willie Russell,24,Female,Single,375,178721,Salaried,5,1,High School
Kylie Moore,53,Female,Single,566,129797,Salaried,5,0,Master
Nicole Prince,27,Female,Single,394,70410,Unemployed,2,0,High School
Gabriela Garner,40,Female,Single,667,167043,Unemployed,4,3,High School
Kurt Perez,40,Male,Married,397,72065,Salaried,1,0,Master
James Hall,59,Female,Married,443,27412,Salaried,5,0,Master
Tanya Cox,59,Female,Married,669,89052,Unemployed,5,3,Bachelor
Christopher Hill,38,Male,Single,876,197720,Salaried,3,0,PhD
Martin Dixon,55,Male,Married,531,121217,Self-Employed,1,0,Master
Angela Lane,38,Male,Single,581,92107,Salaried,3,0,PhD
Christopher Simon,22,Male,Single,462,138487,Salaried,2,0,PhD
Alexis Wilson,34,Male,Married,322,184177,Unemployed,5,4,High School
Lisa Sanchez,27,Female,Single,468,171431,Salaried,1,0,Master
Dillon Santiago,57,Female,Single,488,142226,Unemployed,2,0,Master
Kathryn Chen,38,Male,Single,415,93563,Self-Employed,1,0,PhD
Mr. Christian Davis,51,Female,Single,792,89753,Unemployed,4,2,High School
Curtis Nelson,36,Male,Married,728,194800,Self-Employed,3,1,PhD
Richard Franklin,41,Female,Married,539,187941,Unemployed,6,5,PhD
Harold Jones,37,Female,Single,534,115542,Unemployed,1,0,High School
Jimmy Nolan,60,Female,Single,574,134535,Salaried,1,0,PhD
Daniel Price,52,Female,Single,482,76112,Self-Employed,6,2,PhD
Alyssa Lucero,38,Male,Single,600,91396,Salaried,2,1,PhD
Jessica Lee,56,Male,Single,492,176613,Unemployed,1,0,Master
Joann Bryant,28,Female,Single,329,68744,Salaried,2,1,PhD
Shaun Weaver,60,Male,Single,704,27336,Unemployed,1,0,Master
Jack King,40,Female,Single,827,148869,Salaried,5,1,High School
Wendy Powell,26,Male,Married,535,146866,Unemployed,2,1,PhD
Debra Scott,48,Female,Married,689,99395,Unemployed,2,0,Master
Beth Contreras,57,Female,Single,606,21921,Unemployed,4,2,Bachelor
Mark White,58,Female,Single,722,101916,Unemployed,1,0,PhD
Dustin Tapia,49,Female,Single,618,136810,Unemployed,5,0,Master
Edward Keller,33,Male,Single,420,122680,Unemployed,5,0,PhD
Marc Sanchez,46,Male,Single,780,118777,Salaried,6,1,PhD
Brett Reyes,28,Female,Single,313,192576,Unemployed,3,1,PhD
Matthew Gutierrez,37,Male,Single,670,15878,Unemployed,2,1,Bachelor
Pamela Ramsey,51,Male,Single,408,190857,Unemployed,4,0,Master
Dr. Kenneth Mcbride,56,Male,Married,705,48468,Unemployed,2,0,Master
Catherine Whitaker,24,Male,Single,798,177721,Unemployed,5,4,Master
Dana Mccoy,38,Female,Married,773,91288,Salaried,1,0,High School
Justin Garrett,39,Male,Single,579,193395,Self-Employed,4,2,Master
Maria Morrison,46,Female,Married,893,91995,Salaried,6,3,High School
Paul Velasquez,25,Female,Married,680,189136,Self-Employed,2,0,Bachelor
Terry Smith,29,Male,Married,773,171430,Self-Employed,3,2,PhD
Roberta Parrish,42,Male,Married,565,199246,Self-Employed,5,3,PhD
David Parker,47,Male,Married,766,128436,Unemployed,4,0,Master
Donna Becker,28,Female,Single,374,74782,Unemployed,5,3,PhD
Angela Moreno,49,Female,Single,776,40324,Self-Employed,6,4,PhD
Christopher Johnson,43,Female,Single,636,187390,Unemployed,2,1,PhD
Elizabeth Ray,30,Female,Married,354,16052,Self-Employed,3,2,High School
Emily Fisher,46,Male,Married,859,134601,Self-Employed,3,2,PhD
Karen Jones,32,Female,Single,669,54298,Unemployed,4,0,PhD
Pam Stone,30,Female,Married,858,38032,Salaried,2,1,Master
Gerald Holland,21,Male,Married,319,118199,Self-Employed,5,1,PhD
Manuel Mitchell,38,Male,Single,628,58744,Unemployed,1,0,PhD
Ashley Deleon,51,Male,Single,446,165869,Salaried,6,0,Master
Richard Nguyen,33,Female,Single,843,20878,Self-Employed,2,1,PhD
Daniel Humphrey,31,Male,Married,467,39941,Self-Employed,4,1,Master
Andrew Singh,50,Female,Single,725,176061,Unemployed,5,0,Master
Joe Snyder,44,Male,Single,858,178285,Unemployed,3,0,Master
Amber Lee,50,Female,Single,670,147776,Unemployed,2,1,PhD
Jennifer George,38,Male,Married,314,188863,Unemployed,5,0,PhD
Kristin Martinez,38,Male,Single,711,90647,Unemployed,5,3,High School
Amanda Adams,37,Female,Single,771,42264,Salaried,3,2,Master
Cynthia Marshall,57,Female,Married,600,192320,Unemployed,6,4,PhD
Lauren Adams,26,Female,Single,726,173030,Self-Employed,2,0,High School
Erin Lawrence,21,Female,Single,668,99680,Salaried,6,4,Master
Paul Johnson,21,Female,Single,630,100113,Unemployed,3,2,PhD
Anna Miller,57,Male,Married,643,68437,Unemployed,2,0,Bachelor
Patricia Wilson,25,Male,Single,575,180533,Self-Employed,5,0,Bachelor
Jenny Walker,58,Female,Married,510,45230,Self-Employed,6,2,Bachelor
Daniel Quinn,38,Male,Married,410,42827,Unemployed,6,1,High School
Bryan Rodriguez,57,Male,Single,795,41583,Salaried,2,1,High School
Timothy Hart,55,Male,Married,564,132123,Unemployed,6,1,High School
Greg Young,21,Female,Married,587,42276,Self-Employed,3,2,Master
Victoria Craig,58,Male,Single,721,132480,Salaried,2,1,Master
Collin Rodriguez,21,Female,Married,564,184821,Self-Employed,1,0,Master
Mark Morris,34,Female,Married,745,143436,Unemployed,5,4,Bachelor
Jacqueline Fields,27,Female,Married,571,19769,Unemployed,1,0,High School
Billy Gray,51,Male,Married,406,190519,Salaried,2,0,High School
Jesse Harris,36,Female,Married,431,107818,Self-Employed,6,1,Master
Mallory Anderson,40,Female,Single,369,89758,Salaried,3,1,PhD
Rebecca Moore,48,Female,Married,653,28086,Salaried,4,0,Bachelor
Alan Estes,22,Female,Single,737,118384,Unemployed,3,2,High School
Mark Wong,26,Male,Single,386,52449,Salaried,3,0,Bachelor
Ashley White,40,Female,Single,465,89910,Salaried,5,1,High School
Teresa Perry,40,Male,Married,601,171887,Self-Employed,6,4,Bachelor
Mr. James Smith,39,Female,Married,857,38892,Unemployed,5,3,Master
Shelly Patterson,28,Male,Married,792,115732,Unemployed,5,4,High School
Emily Macdonald,25,Male,Married,659,43163,Self-Employed,1,0,High School
Joseph Love,34,Female,Married,358,160650,Unemployed,6,4,Master
Melanie Mann,54,Female,Single,535,127486,Unemployed,3,0,PhD
Michael Salas,24,Female,Married,464,85559,Unemployed,4,2,Bachelor
Sarah Johnson,44,Male,Single,402,168945,Salaried,2,1,Master
Brian Young,57,Male,Married,770,148843,Salaried,3,2,PhD
Joshua Wise,36,Male,Single,869,146780,Self-Employed,4,3,Bachelor
Thomas Warren,52,Female,Single,816,49561,Unemployed,1,0,Master
Marvin Thompson,49,Female,Single,347,131263,Unemployed,6,3,PhD
Megan Chaney,35,Male,Married,447,110312,Self-Employed,4,2,Master
Adam Murphy,35,Male,Married,774,38275,Self-Employed,3,1,PhD
Melissa Watson,59,Female,Single,622,123474,Salaried,6,2,Bachelor
Austin Garcia,50,Female,Married,469,35181,Salaried,2,1,PhD
Bryan Matthews DDS,52,Male,Single,848,104298,Unemployed,2,0,Master
Ashley Carroll,59,Male,Married,407,164428,Unemployed,5,3,PhD
Michaela Simon,43,Female,Single,472,176071,Unemployed,4,3,PhD
Kimberly Herman,57,Male,Single,762,160178,Self-Employed,5,0,Bachelor
Ryan Bautista,34,Male,Single,869,165211,Self-Employed,4,1,PhD
Douglas Gould,43,Female,Single,349,66117,Salaried,6,4,High School
Roy Roach,55,Female,Single,525,145576,Self-Employed,4,2,High School
Kimberly Lang,40,Male,Single,606,21265,Salaried,2,1,Bachelor
Shelley Brown,36,Male,Single,652,191512,Self-Employed,5,0,Bachelor
Roy Myers,31,Female,Single,388,140606,Salaried,6,0,Bachelor
Christy Miller,52,Female,Married,441,189795,Unemployed,5,2,High School
Caroline Thompson,57,Female,Single,728,176044,Unemployed,2,0,High School
Sara Lopez,21,Male,Single,361,72821,Self-Employed,3,0,Bachelor
Lauren Montgomery,53,Female,Married,781,117504,Salaried,6,3,Bachelor
Mrs. Barbara Love,26,Female,Single,554,29288,Salaried,5,0,Bachelor
Kelsey Vasquez,47,Male,Married,738,180993,Self-Employed,5,1,PhD
Todd Bishop PhD,59,Female,Single,882,33951,Unemployed,3,1,Master
Mark Lewis,57,Male,Single,397,106297,Salaried,3,2,Bachelor
Jennifer Richardson,25,Female,Married,594,90703,Self-Employed,4,0,High School
Kathleen Cameron,48,Male,Married,799,156863,Unemployed,4,3,High School
Roy Stephens,47,Male,Single,686,135277,Self-Employed,3,0,Bachelor
Christopher Smith,26,Male,Married,881,197016,Self-Employed,2,1,Bachelor
Jennifer Mason,60,Male,Married,509,59954,Unemployed,6,5,High School
William Spears,37,Male,Single,380,58199,Salaried,2,0,PhD
Mark Gonzalez III,45,Female,Single,827,166258,Unemployed,2,1,High School
Patricia Anderson,32,Female,Married,511,177007,Salaried,6,2,Master
Stacy Young,47,Male,Married,894,181914,Self-Employed,4,0,High School
Heather Harris,50,Male,Single,429,160593,Salaried,5,2,PhD
William Ramos,53,Female,Single,458,72131,Salaried,1,0,High School
Robert Smith,26,Female,Married,420,137068,Unemployed,3,1,Master
Jamie Ware,44,Male,Married,711,198303,Unemployed,2,1,High School
Jill Montgomery,25,Male,Married,409,37586,Self-Employed,5,1,Master
Stephanie Santana,43,Male,Single,417,29665,Unemployed,4,3,Bachelor
Jeremy Villegas,30,Male,Married,510,164668,Unemployed,6,0,Bachelor
Christopher Watson,37,Female,Single,703,129188,Unemployed,2,1,Master
Zachary Rojas,56,Male,Married,365,142149,Unemployed,2,1,PhD
Sherry Crosby,33,Male,Single,651,35996,Self-Employed,2,0,PhD
Mallory Davis,57,Male,Married,744,96591,Self-Employed,3,0,Master
Kevin Gibson,34,Male,Married,537,149445,Salaried,2,1,Master
Megan Bennett,32,Male,Single,538,129187,Self-Employed,3,1,PhD
Sara Valentine,46,Female,Married,760,113098,Salaried,1,0,PhD
Gregg Coleman,56,Male,Married,857,155933,Unemployed,6,4,High School
Selena Sanders,44,Female,Single,601,92968,Unemployed,3,1,PhD
Sandra Baker,34,Male,Married,346,118068,Self-Employed,3,1,Bachelor
Mr. Austin Anderson,45,Female,Married,882,33927,Unemployed,6,4,Bachelor
Jennifer Kline,41,Female,Single,700,36821,Self-Employed,3,2,PhD
Sean Luna,35,Female,Married,644,40646,Self-Employed,4,1,PhD
James Jimenez,29,Female,Married,698,128569,Self-Employed,2,0,Bachelor
Michael Garcia,38,Female,Married,332,188319,Salaried,4,3,Master
Sabrina Jackson,59,Male,Single,521,24200,Salaried,3,2,Master
Erica Watkins,55,Male,Single,484,43459,Self-Employed,4,2,High School
Kenneth Nelson,22,Male,Single,595,114003,Unemployed,5,4,High School
Alyssa Ray,32,Male,Single,760,137853,Salaried,2,1,High School
Garrett Hubbard,21,Male,Married,847,83987,Self-Employed,5,3,PhD
Matthew Ortega,34,Female,Single,585,150654,Self-Employed,6,2,PhD
Colleen Terrell,23,Male,Married,542,198620,Self-Employed,4,2,Master
Kelli Lewis,52,Male,Married,552,35785,Unemployed,2,1,High School
Ashley Watson,49,Female,Married,690,81205,Unemployed,5,3,PhD
Patricia Fletcher,35,Female,Married,817,99709,Self-Employed,1,0,Master
Todd Carson,27,Female,Single,668,54575,Unemployed,1,0,PhD
Laura Walker,28,Female,Married,624,128653,Self-Employed,3,0,Bachelor
Jason Middleton,49,Female,Single,737,48372,Unemployed,4,1,Bachelor
John Jimenez,25,Male,Single,606,135020,Self-Employed,3,1,PhD
Charles Gould,49,Female,Married,355,190812,Salaried,5,3,Bachelor
Phillip Price,31,Male,Single,757,134954,Unemployed,5,4,Bachelor
Mrs. Alexandra Walters DDS,34,Female,Single,785,111391,Unemployed,3,0,Master
Sean Gomez,37,Female,Married,861,62012,Salaried,6,4,Master
Erin Chapman,23,Male,Single,350,164552,Unemployed,3,0,High School
Micheal Hawkins,29,Male,Married,696,142791,Unemployed,4,3,High School
Isabel Ford,42,Female,Single,716,66446,Unemployed,6,4,Master
Todd Salas,24,Female,Single,304,55795,Self-Employed,3,1,High School
Rebecca James,25,Male,Single,751,164574,Unemployed,5,0,Bachelor
Elizabeth Allison,56,Female,Married,475,42538,Unemployed,1,0,Master
Bailey Anderson,49,Male,Married,890,108352,Self-Employed,2,1,Bachelor
Catherine Powell,31,Male,Single,805,102691,Unemployed,1,0,Master
Joshua Underwood,33,Male,Single,576,150381,Self-Employed,1,0,PhD
Mark Acevedo,38,Male,Married,658,96075,Salaried,4,1,Bachelor
Jonathan Leblanc,56,Female,Married,626,100154,Salaried,4,2,Bachelor
Emily Edwards,59,Male,Married,344,114737,Salaried,4,0,Master
Kathleen Gonzalez,40,Male,Single,858,143485,Self-Employed,5,1,Bachelor
Joshua Rogers,35,Female,Married,406,167676,Salaried,3,0,Bachelor
Joshua Brown,56,Female,Married,804,65917,Unemployed,2,1,Master
Carlos Turner,27,Female,Married,840,51919,Self-Employed,2,0,Master
Scott Blake,37,Female,Married,894,70256,Self-Employed,4,1,PhD
Joseph Page,23,Female,Single,887,104274,Self-Employed,2,1,Master
Michelle Howard,48,Female,Single,426,28944,Self-Employed,2,1,Master
Douglas Leon,56,Male,Married,811,153537,Self-Employed,3,2,High School
Kathy Schneider,29,Male,Married,553,173902,Salaried,4,0,Bachelor
Jasmine Maxwell,45,Male,Single,632,101843,Unemployed,2,1,PhD
Ronald Thomas,60,Male,Single,775,60231,Unemployed,3,2,High School
Elizabeth Ray,57,Male,Married,814,172244,Self-Employed,4,2,Bachelor
Matthew Jones,44,Female,Married,623,116744,Self-Employed,3,0,PhD
John Douglas,40,Male,Single,595,17605,Self-Employed,3,0,Bachelor
Shawna Sparks,35,Male,Single,377,176582,Self-Employed,3,1,Master
Jennifer Powell,24,Female,Married,898,96444,Salaried,6,5,Master
Nicholas Fitzpatrick,52,Female,Single,602,96961,Salaried,6,0,Bachelor
Chad Rose,39,Female,Married,420,150841,Unemployed,5,1,High School
Glen Phillips,36,Male,Married,590,41853,Unemployed,6,4,Master
Kathy Glass,51,Male,Married,767,153952,Salaried,3,0,High School
Michael Chandler,38,Female,Single,441,72119,Salaried,1,0,Bachelor
Adam Kelly,55,Female,Single,873,94678,Unemployed,3,0,Master
Donald Cox,23,Male,Single,314,170748,Unemployed,6,4,High School
Tracy Rhodes,35,Female,Single,416,171979,Salaried,1,0,Bachelor
Desiree Chavez,28,Male,Single,469,66652,Self-Employed,3,2,Master
Jonathon Oneill,33,Male,Single,379,91141,Unemployed,4,1,PhD
